"행정구역(시군구)별","연령별",2024.03
"행정구역(시군구)별","연령별",총인구수 (명)
"종로구","계",139498
"중구","계",121602
"용산구","계",209849
"성동구","계",276964
"광진구","계",335105
"동대문구","계",341987
"중랑구","계",381966
"성북구","계",424881
"강북구","계",286400
"도봉구","계",306346
"노원구","계",497064
"은평구","계",466007
"서대문구","계",305986
"마포구","계",363645
"양천구","계",434528
"강서구","계",561386
"구로구","계",391387
"금천구","계",227160
"영등포구","계",375148
"동작구","계",378649
"관악구","계",481958
"서초구","계",407840
"강남구","계",554280
"송파구","계",653736
"강동구","계",461367
